# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-s" "2" "-p" "-t" "transcript" "-g" "gene_id" "--countReadPairs" "-a" "referenceGenome/refgene/hg38.refGene.gtf" "-o" "./counts_matrix.txt" "LOAD/final_alignments/SRR19243439.Aligned.sortedByCoord.out.bam" "LOAD/final_alignments/SRR19243440.Aligned.sortedByCoord.out.bam" "LOAD/final_alignments/SRR19243441.Aligned.sortedByCoord.out.bam" "LOAD/final_alignments/SRR19243442.Aligned.sortedByCoord.out.bam" "LOAD/final_alignments/SRR19243443.Aligned.sortedByCoord.out.bam" "LOAD/final_alignments/SRR19243444.Aligned.sortedByCoord.out.bam" "WT/final_alignments/SRR19243478.Aligned.sortedByCoord.out.bam" "WT/final_alignments/SRR19243479.Aligned.sortedByCoord.out.bam" "WT/final_alignments/SRR19243480.Aligned.sortedByCoord.out.bam" "WT/final_alignments/SRR19243481.Aligned.sortedByCoord.out.bam" "WT/final_alignments/SRR19243482.Aligned.sortedByCoord.out.bam" "WT/final_alignments/SRR19243483.Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	LOAD/final_alignments/SRR19243439.Aligned.sortedByCoord.out.bam	LOAD/final_alignments/SRR19243440.Aligned.sortedByCoord.out.bam	LOAD/final_alignments/SRR19243441.Aligned.sortedByCoord.out.bam	LOAD/final_alignments/SRR19243442.Aligned.sortedByCoord.out.bam	LOAD/final_alignments/SRR19243443.Aligned.sortedByCoord.out.bam	LOAD/final_alignments/SRR19243444.Aligned.sortedByCoord.out.bam	WT/final_alignments/SRR19243478.Aligned.sortedByCoord.out.bam	WT/final_alignments/SRR19243479.Aligned.sortedByCoord.out.bam	WT/final_alignments/SRR19243480.Aligned.sortedByCoord.out.bam	WT/final_alignments/SRR19243481.Aligned.sortedByCoord.out.bam	WT/final_alignments/SRR19243482.Aligned.sortedByCoord.out.bam	WT/final_alignments/SRR19243483.Aligned.sortedByCoord.out.bam
KIR2DL4	chr19;chr19;chr19;chr19_KI270931v1_alt;chr19_KI270931v1_alt;chr19_KI270931v1_alt;chr19_KV575256v1_alt;chr19_KV575256v1_alt;chr19_KV575256v1_alt;chr19_KV575246v1_alt;chr19_KV575246v1_alt;chr19_KV575246v1_alt;chr19_KI270918v1_alt;chr19_KI270918v1_alt;chr19_KI270918v1_alt;chr19_KI270917v1_alt;chr19_KI270917v1_alt;chr19_KI270917v1_alt;chr19_GL000209v2_alt;chr19_GL000209v2_alt;chr19_GL000209v2_alt;chr19_GL949747v2_alt;chr19_GL949747v2_alt;chr19_GL949747v2_alt;chr19_KI270890v1_alt;chr19_KI270890v1_alt;chr19_KI270890v1_alt;chr19_KI270891v1_alt;chr19_KI270891v1_alt;chr19_KI270891v1_alt;chr19_KI270930v1_alt;chr19_KI270930v1_alt;chr19_KI270930v1_alt;chr19_KI270883v1_alt;chr19_KI270883v1_alt;chr19_KI270883v1_alt;chr19_KI270884v1_alt;chr19_KI270884v1_alt;chr19_KI270884v1_alt;chr19_KI270885v1_alt;chr19_KI270885v1_alt;chr19_KI270885v1_alt;chr19_KI270938v1_alt;chr19_KI270938v1_alt;chr19_KI270938v1_alt;chr19_KI270920v1_alt;chr19_KI270920v1_alt;chr19_KI270920v1_alt;chr19_KV575253v1_alt;chr19_KV575253v1_alt;chr19_KV575253v1_alt;chr19_KI270914v1_alt;chr19_KI270914v1_alt;chr19_KI270914v1_alt;chr19_KI270915v1_alt;chr19_KI270915v1_alt;chr19_KI270915v1_alt;chr19_KI270916v1_alt;chr19_KI270916v1_alt;chr19_KI270916v1_alt;chr19_KI270923v1_alt;chr19_KI270923v1_alt;chr19_KI270923v1_alt;chr19_KI270921v1_alt;chr19_KI270921v1_alt;chr19_KI270921v1_alt;chr19_KV575249v1_alt;chr19_KV575249v1_alt;chr19_KV575249v1_alt;chr19_KV575249v1_alt;chr19_KV575249v1_alt;chr19_KV575249v1_alt;chr19_KI270886v1_alt;chr19_KI270886v1_alt;chr19_KI270886v1_alt;chr19_KI270887v1_alt;chr19_KI270887v1_alt;chr19_KI270887v1_alt;chr19_KV575259v1_alt;chr19_KV575259v1_alt;chr19_KV575259v1_alt;chr19_KV575260v1_alt;chr19_KV575260v1_alt;chr19_KV575260v1_alt;chr19_KI270922v1_alt;chr19_KI270922v1_alt;chr19_KI270922v1_alt;chr19_KV575250v1_alt;chr19_KV575250v1_alt;chr19_KV575250v1_alt;chr19_KI270929v1_alt;chr19_KI270929v1_alt;chr19_KI270929v1_alt;chr19_GL949752v1_alt;chr19_GL949752v1_alt;chr19_GL949752v1_alt;chr19_KI270882v1_alt;chr19_KI270882v1_alt;chr19_KI270882v1_alt;chr19_KV575251v1_alt;chr19_KV575251v1_alt;chr19_KV575251v1_alt;chr19_KV575252v1_alt;chr19_KV575252v1_alt;chr19_KV575252v1_alt;chr19_KI270933v1_alt;chr19_KI270933v1_alt;chr19_KI270933v1_alt;chr19_KI270932v1_alt;chr19_KI270932v1_alt;chr19_KI270932v1_alt;chr19_KI270888v1_alt;chr19_KI270888v1_alt;chr19_KI270888v1_alt;chr19_KI270889v1_alt;chr19_KI270889v1_alt;chr19_KI270889v1_alt;chr19_KV575248v1_alt;chr19_KV575248v1_alt;chr19_KV575248v1_alt;chr19_KV575247v1_alt;chr19_KV575247v1_alt;chr19_KV575247v1_alt;chr19_KI270919v1_alt;chr19_KI270919v1_alt;chr19_KI270919v1_alt;chr19_KV575255v1_alt;chr19_KV575255v1_alt;chr19_KV575255v1_alt	54803610;54803610;54803610;54043;54043;54043;135594;135594;135594;105242;105242;105242;105164;105164;105164;82509;82509;82509;74867;74867;74867;421466;421466;421466;81938;81938;81938;54566;54566;54566;54367;54367;54367;54292;54292;54292;54497;54497;54497;54860;54860;54860;786179;786179;786179;90438;90438;90438;105168;105168;105168;44454;44454;44454;54551;54551;54551;82011;82011;82011;80976;80976;80976;146611;146611;146611;105208;105208;105208;210619;210619;210619;43688;43688;43688;93900;93900;93900;105168;105168;105168;91600;91600;91600;79509;79509;79509;105227;105227;105227;77774;77774;77774;707932;707932;707932;88224;88224;88224;105193;105193;105193;105016;105016;105016;54387;54387;54387;54893;54893;54893;52989;52989;52989;54551;54551;54551;105206;105206;105206;105253;105253;105253;54561;54561;54561;105206;105206;105206	54814517;54814517;54814517;64993;64993;64993;146510;146510;146510;116152;116152;116152;116149;116149;116149;93459;93459;93459;85783;85783;85783;432382;432382;432382;92854;92854;92854;65516;65516;65516;65276;65276;65276;65240;65240;65240;65407;65407;65407;65810;65810;65810;797086;797086;797086;101388;101388;101388;116116;116116;116116;55402;55402;55402;65501;65501;65501;92927;92927;92927;91883;91883;91883;157527;157527;157527;116124;116124;116124;221535;221535;221535;54598;54598;54598;104816;104816;104816;116118;116118;116118;102507;102507;102507;90459;90459;90459;116143;116143;116143;88724;88724;88724;718882;718882;718882;99140;99140;99140;116143;116143;116143;115966;115966;115966;65295;65295;65295;65841;65841;65841;63939;63939;63939;65501;65501;65501;116154;116154;116154;116160;116160;116160;65468;65468;65468;116154;116154;116154	+;+;+;-;-;-;+;+;+;+;+;+;+;+;+;+;+;+;-;-;-;+;+;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+;+;+;+;+;+;+;-;-;-;-;-;-;-;-;-;+;+;+;+;+;+;+;+;+;+;+;+;-;-;-;-;-;-;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;-;-;-;+;+;+;+;+;+;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+;+;+;+;-;-;-;+;+;+	470081	0	0	0	0	0	0	0	0	0	0	0	0
CARD8	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	48203148;48203148;48208086;48208086;48208086;48208086;48208086;48208086;48208086;48208086;48208086;48208086;48208086;48208086;48208086;48208086;48208086;48208086;48208086;48208086;48238261	48255946;48255946;48255912;48255912;48255912;48255912;48255912;48255912;48255912;48255912;48249828;48249633;48249633;48255912;48241063;48255912;48249847;48249847;48255912;48255912;48255946	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	52799	450	351	243	420	259	188	406	203	354	302	278	508
PPIP5K2	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	103120301;103120301;103120301;103120301;103120301;103120301;103120301;103120301;103120301;103120301;103120301	103212799;103212799;103212799;103212799;103212799;103212799;103212799;103212799;103212799;103212799;103212799	+;+;+;+;+;+;+;+;+;+;+	92499	920	1159	754	564	753	485	1113	603	1681	1000	977	1102
ST18	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52228519;52228519;52228519;52403701;52403701;52403701;52403701;52403701	52409879;52409879;52254492;52249497;52409879;52248644;52409879;52409879;52409879;52409879;52254492;52254492;52254492;52409879;52254492;52254492;52409879;52249497;52254492;52254492;52249497;52409879;52249497;52409879;52248644;52254492;52254492;52409879;52254492;52409879;52254492;52254492;52409879;52409879;52409879;52409879;52409879;52254492;52249497;52248644;52254492;52409879;52409879;52254492;52409879;52409879;52249497;52254492;52409879;52254492;52254492;52249497;52249497;52254492;52409879;52248644;52409879;52409879;52409879;52409756;52409756;52409879	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	299048	4249	3663	6992	7139	2826	3499	4954	3376	4471	6686	8054	6718
LOC105378586	chr1	1599433	1607210	+	7778	137	297	93	87	154	157	210	199	168	219	192	194
IFT81	chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12	110124357;110124357;110124357;110124357;110124357;110124357;110124357;110124357;110124357;110124357	110218793;110218793;110169182;110169182;110218793;110218793;110218793;110218793;110218793;110218793	+;+;+;+;+;+;+;+;+;+	94437	434	640	389	318	492	433	535	388	569	491	453	508
ASAP3	chr1;chr1;chr1_KQ458383v1_alt;chr1_KQ458383v1_alt	23428563;23428563;198542;198542	23484179;23484179;254158;254158	-;-;-;-	111234	1	0	0	0	0	2	0	3	0	0	1	1
CRELD1	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	9933834;9933834;9933834;9933834;9933834;9933834;9933834;9934051;9934051;9934051;9934051	9945406;9945406;9945406;9945406;9945406;9945406;9945406;9945406;9945406;9945406;9945406	+;+;+;+;+;+;+;+;+;+;+	11573	438	1415	478	590	348	603	429	444	960	907	666	1130
NLRP2	chr19;chr19;chr19;chr19;chr19;chr19;chr19_GL949753v2_alt;chr19_GL949753v2_alt;chr19_GL949753v2_alt;chr19_GL949753v2_alt;chr19_GL949753v2_alt;chr19_GL949753v2_alt;chr19_GL949749v2_alt;chr19_GL949749v2_alt;chr19_GL949749v2_alt;chr19_GL949749v2_alt;chr19_GL949749v2_alt;chr19_GL949749v2_alt;chr19_GL949750v2_alt;chr19_GL949750v2_alt;chr19_GL949750v2_alt;chr19_GL949750v2_alt;chr19_GL949750v2_alt;chr19_GL949750v2_alt;chr19_GL949747v2_alt;chr19_GL949747v2_alt;chr19_GL949747v2_alt;chr19_GL949747v2_alt;chr19_GL949747v2_alt;chr19_GL949747v2_alt;chr19_KI270938v1_alt;chr19_KI270938v1_alt;chr19_KI270938v1_alt;chr19_KI270938v1_alt;chr19_KI270938v1_alt;chr19_KI270938v1_alt;chr19_GL949748v2_alt;chr19_GL949748v2_alt;chr19_GL949748v2_alt;chr19_GL949748v2_alt;chr19_GL949748v2_alt;chr19_GL949748v2_alt;chr19_GL949746v1_alt;chr19_GL949746v1_alt;chr19_GL949746v1_alt;chr19_GL949746v1_alt;chr19_GL949746v1_alt;chr19_GL949746v1_alt;chr19_GL949751v2_alt;chr19_GL949751v2_alt;chr19_GL949751v2_alt;chr19_GL949751v2_alt;chr19_GL949751v2_alt;chr19_GL949751v2_alt;chr19_GL949752v1_alt;chr19_GL949752v1_alt;chr19_GL949752v1_alt;chr19_GL949752v1_alt;chr19_GL949752v1_alt;chr19_GL949752v1_alt	54965284;54966342;54966374;54966374;54966374;54966374;677445;678503;678535;678535;678535;678535;972807;973865;973897;973897;973897;973897;947356;948414;948446;948446;948446;948446;610486;611544;611576;611576;611576;611576;947766;948824;948856;948856;948856;948856;945270;946328;946360;946360;946360;946360;868682;869740;869772;869772;869772;869772;883649;884707;884739;884739;884739;884739;869084;869116;869116;869116;869116;869116	55001137;55001142;55001137;55001137;55001137;55001137;713298;713303;713298;713298;713298;713298;1008660;1008665;1008660;1008660;1008660;1008660;983209;983214;983209;983209;983209;983209;646339;646344;646339;646339;646339;646339;983619;983624;983619;983619;983619;983619;981123;981128;981123;981123;981123;981123;904535;904540;904535;904535;904535;904535;919502;919507;919502;919502;919502;919502;903924;903919;903919;903919;903919;903919	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	357572	2	11	3	3	9	1	4	20	28	5	3	0
ZNF232	chr17;chr17;chr17;chr17;chr17	5105734;5105734;5105734;5105734;5105734	5112274;5112274;5116448;5123116;5123042	-;-;-;-;-	17383	110	209	77	76	109	105	126	103	139	96	150	121
MMP23A	chr1;chr1	1632780;1699939	1634651;1701808	+;+	3742	0	1	4	1	0	0	1	0	1	3	1	0
CAST	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	96662037;96662376;96662376;96662376;96662376;96662376;96662376;96663025;96663025;96663025;96702660;96702660;96702660;96702660;96702660;96702660;96702660;96702660;96702660;96702660;96702660;96702660;96743602	96774681;96774681;96774681;96774681;96774681;96774681;96774681;96774681;96774681;96774681;96774681;96774681;96774681;96774681;96774681;96774681;96774681;96774681;96774681;96774681;96774681;96774681;96773412	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	112645	1355	1577	1287	1295	798	1223	1447	770	1746	1431	1365	1872
SCN1A	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	165984641;165984641;165984641;165984641;165984641;165984641;165984641;165984641;165984641;165984641;165984641;165984641;165984641;165984641;165984641;165984641	166149161;166128020;166149161;166128020;166128020;166128020;166128020;166128020;166128020;166128020;166128020;166128020;166128020;166149161;166128020;166149161	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	164521	3664	7698	4208	2133	2688	3745	3590	3504	10264	5810	3616	4984
AASDH	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	56338285;56338285;56338291;56338291;56338291;56338291;56338291;56338291;56338291;56348960	56387508;56387508;56387491;56387491;56387491;56387491;56387491;56387491;56387491;56387508	-;-;-;-;-;-;-;-;-;-	49224	326	468	316	384	300	218	426	295	500	334	387	483
SUMO3	chr21;chr21	44805617;44805617	44818062;44818129	-;-	12513	212	502	256	245	134	146	299	199	602	268	223	351
CYP21A2	chr6;chr6;chr6;chr6;chr6_GL000252v2_alt;chr6_GL000252v2_alt;chr6_GL000252v2_alt;chr6_GL000252v2_alt;chr6_GL000254v2_alt;chr6_GL000254v2_alt;chr6_GL000254v2_alt;chr6_GL000254v2_alt;chr6_GL000251v2_alt;chr6_GL000251v2_alt;chr6_GL000251v2_alt;chr6_GL000251v2_alt;chr6_GL000255v2_alt;chr6_GL000255v2_alt;chr6_GL000255v2_alt;chr6_GL000255v2_alt;chr6_GL000256v2_alt;chr6_GL000256v2_alt;chr6_GL000256v2_alt;chr6_GL000256v2_alt	32038306;32038306;32038316;32038415;3279714;3279714;3279724;3279823;3349966;3349966;3349966;3349966;3476628;3476628;3476638;3476737;3261541;3261541;3261551;3261650;3306771;3306870;3339496;3339496	32041642;32041642;32041670;32041644;3283050;3283050;3283078;3283052;3350943;3350945;3350971;3350943;3479964;3479964;3479992;3479966;3264877;3264877;3264905;3264879;3342857;3342831;3342829;3342829	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	50553	0	0	1	3	0	0	0	1	1	2	2	4
AFP	chr4;chr4	73436221;73436221	73456174;73456174	+;+	19954	0	3	1	1	2	1	3	7	8	1	2	4
AFM	chr4	73481745	73504001	+	22257	0	0	0	1	0	0	0	0	0	0	0	0
CASP3	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	184627696;184627696;184627696;184627696;184627696;184627696;184627696;184627696;184627696	184649475;184649475;184649475;184649475;184649475;184649475;184649475;184649475;184649447	-;-;-;-;-;-;-;-;-	21780	188	226	184	209	94	128	210	105	268	233	174	264
CALD1	chr7;chr7;chr7;chr7;chr7	134779634;134779634;134779634;134891400;134891458	134970729;134970729;134970729;134970729;134970729	+;+;+;+;+	191096	1428	1054	1171	1572	669	626	1632	538	848	1141	1102	1334
TARM1	chr19;chr19;chr19_GL949753v2_alt;chr19_GL949753v2_alt;chr19_GL949749v2_alt;chr19_GL949749v2_alt;chr19_GL949750v2_alt;chr19_GL949750v2_alt;chr19_GL949747v2_alt;chr19_GL949747v2_alt;chr19_KI270938v1_alt;chr19_KI270938v1_alt;chr19_GL949748v2_alt;chr19_GL949748v2_alt;chr19_GL949746v1_alt;chr19_GL949746v1_alt;chr19_GL949751v2_alt;chr19_GL949751v2_alt;chr19_GL949752v1_alt;chr19_GL949752v1_alt	54069895;54069895;44262;44262;44262;44262;44262;44262;44262;44262;44262;44262;44262;44262;44262;44262;44262;44262;44262;44262	54081365;54076545;50926;55747;50926;55747;55747;50926;50926;55747;50926;55747;50926;55747;50926;55747;50926;55747;50926;55747	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	114845	0	0	3	1	1	1	3	1	1	0	0	1
IDE	chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10	92451684;92451684;92451684;92451684;92451684;92451684;92451684;92451684	92574095;92574095;92574095;92574093;92497761;92573506;92574095;92497761	-;-;-;-;-;-;-;-	122412	812	1379	1060	701	579	807	794	726	1115	1025	862	1132
DAXX	chr6;chr6;chr6;chr6;chr6_GL000252v2_alt;chr6_GL000252v2_alt;chr6_GL000252v2_alt;chr6_GL000252v2_alt;chr6_GL000254v2_alt;chr6_GL000254v2_alt;chr6_GL000254v2_alt;chr6_GL000254v2_alt;chr6_GL000251v2_alt;chr6_GL000251v2_alt;chr6_GL000251v2_alt;chr6_GL000251v2_alt;chr6_GL000255v2_alt;chr6_GL000255v2_alt;chr6_GL000255v2_alt;chr6_GL000255v2_alt	33318558;33318558;33318558;33318558;4562073;4562073;4562073;4562073;4754493;4754493;4754493;4754493;4730043;4730043;4730043;4730043;4512987;4512987;4512987;4512987	33323016;33322959;33322959;33322959;4566535;4566478;4566478;4566478;4758950;4758893;4758893;4758893;4734505;4734448;4734448;4734448;4517446;4517389;4517389;4517389	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	22303	1	3	2	1	0	1	3	1	3	0	0	4
SGCE	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	94584980;94584980;94584980;94584980;94584980;94584980;94584980;94584980;94584980;94584980;94584980;94584980	94656133;94656133;94656133;94656133;94656133;94656133;94656133;94656133;94656133;94656133;94656133;94656133	-;-;-;-;-;-;-;-;-;-;-;-	71154	600	905	602	620	280	411	558	393	1076	815	562	904
HLA-C	chr6;chr6;chr6_GL000252v2_alt;chr6_GL000252v2_alt;chr6_GL000254v2_alt;chr6_GL000254v2_alt;chr6_GL000251v2_alt;chr6_GL000251v2_alt;chr6_GL000253v2_alt;chr6_GL000253v2_alt;chr6_GL000255v2_alt;chr6_GL000255v2_alt;chr6_GL000256v2_alt;chr6_GL000256v2_alt	31268749;31268749;2526549;2526549;2611478;2611478;2749675;2749675;2577801;2577801;2524181;2524181;2570707;2570707	31272136;31272092;2529880;2529926;2614855;2614809;2753062;2753018;2581132;2581178;2527512;2527558;2574038;2574084	-;-;-;-;-;-;-;-;-;-;-;-;-;-	23666	350	387	96	542	220	119	625	372	293	298	468	780
CNTD1	chr17;chr17	42798861;42798861	42811587;42811587	+;+	12727	9	16	7	8	3	6	12	7	18	8	7	14
EBAG9	chr8;chr8;chr8	109539700;109540173;109540626	109565996;109565996;109565996	+;+;+	26297	139	218	119	108	80	70	164	99	309	177	133	137
ZNF208	chr19;chr19;chr19;chr19;chr19;chr19	21939766;21939766;21960195;21960195;21966095;21986728	22010943;22010943;22010943;22010943;22010943;22010943	-;-;-;-;-;-	71178	220	434	48	109	182	299	102	261	79	129	248	105
IGF1	chr12;chr12;chr12;chr12	102395874;102395874;102395874;102417494	102480563;102478550;102480563;102480563	-;-;-;-	84690	35	101	30	20	40	34	46	32	116	48	24	49
SLC11A2	chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12	50979783;50979783;50979784;50985992;50985992;50985992;50985992;50985992;50985992	51026416;51026416;51026384;51026384;51026384;51028242;51009215;51026141;51026384	-;-;-;-;-;-;-;-;-	48460	712	1067	719	630	449	496	713	604	1087	806	968	874
CD4	chr12;chr12;chr12;chr12;chr12	6789528;6789528;6789528;6789528;6789528	6820799;6820799;6820799;6820799;6820799	+;+;+;+;+	31272	155	116	55	185	74	51	221	81	149	115	104	208
RMDN2	chr2;chr2;chr2;chr2;chr2;chr2	37925287;37925287;37925531;37928759;37950444;37950464	38067138;38017743;38017747;38017747;38017747;38067138	+;+;+;+;+;+	141852	379	607	236	230	246	246	377	308	548	426	332	416
CENPX	chr17;chr17;chr17;chr17	82018703;82018703;82018703;82018703	82022878;82022878;82022878;82022878	-;-;-;-	4176	79	209	76	111	62	53	142	95	168	89	111	103
OGFOD3	chr17;chr17;chr17	82389210;82389210;82389210	82418586;82418586;82418586	-;-;-	29377	418	837	245	220	381	353	508	462	419	496	652	555
SLC25A39	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	44319625;44319625;44319625;44319628;44319628;44319628;44319628;44319628;44319628;44319628	44324870;44324870;44324870;44324823;44324823;44324823;44324823;44324823;44324823;44324823	-;-;-;-;-;-;-;-;-;-	5246	279	562	328	342	202	339	512	280	425	424	392	602
ELP4	chr11;chr11;chr11	31509767;31509767;31509767	31790322;31790322;31790322	+;+;+	280556	1345	1518	1244	1304	982	902	1344	784	1609	1457	1140	1707
C2	chr6;chr6;chr6;chr6;chr6;chr6;chr6_GL000252v2_alt;chr6_GL000252v2_alt;chr6_GL000252v2_alt;chr6_GL000252v2_alt;chr6_GL000252v2_alt;chr6_GL000252v2_alt;chr6_GL000254v2_alt;chr6_GL000254v2_alt;chr6_GL000254v2_alt;chr6_GL000254v2_alt;chr6_GL000254v2_alt;chr6_GL000254v2_alt;chr6_GL000251v2_alt;chr6_GL000251v2_alt;chr6_GL000251v2_alt;chr6_GL000251v2_alt;chr6_GL000251v2_alt;chr6_GL000251v2_alt;chr6_GL000253v2_alt;chr6_GL000253v2_alt;chr6_GL000253v2_alt;chr6_GL000253v2_alt;chr6_GL000253v2_alt;chr6_GL000253v2_alt;chr6_GL000255v2_alt;chr6_GL000255v2_alt;chr6_GL000255v2_alt;chr6_GL000255v2_alt;chr6_GL000255v2_alt;chr6_GL000255v2_alt;chr6_GL000256v2_alt;chr6_GL000256v2_alt;chr6_GL000256v2_alt;chr6_GL000256v2_alt;chr6_GL000256v2_alt;chr6_GL000256v2_alt	31897783;31900999;31927717;31927717;31927717;31927717;3145557;3148773;3175496;3175496;3175496;3175496;3239855;3243074;3269804;3269804;3269804;3269804;3375208;3378424;3405144;3405144;3405144;3405144;3232932;3232932;3232932;3232932;3238574;3238575;3153755;3156972;3183691;3183691;3183691;3183691;3228956;3228956;3228956;3228956;3234797;3234798	31945672;31945674;31945672;31945672;31945672;31935058;3193452;3193454;3193452;3193452;3193452;3182837;3287708;3287710;3287708;3277094;3287708;3287708;3423099;3423101;3423099;3423099;3423099;3412485;3240024;3250649;3250649;3250649;3250649;3250651;3201647;3201649;3201647;3201647;3191032;3201647;3246861;3236247;3246861;3246861;3246861;3246863	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	275063	0	0	6	5	1	1	1	3	0	2	2	0
TSNARE1	chr8;chr8;chr8;chr8;chr8;chr8;chr8	142212080;142212080;142212080;142269455;142269455;142299869;142299869	142403182;142403182;142403182;142403182;142403182;142403182;142403182	-;-;-;-;-;-;-	191103	3152	4802	1851	2132	2377	2986	3282	2165	1903	3729	2997	3314
TDRP	chr8;chr8;chr8	489790;489790;489790	515752;544845;545781	-;-;-	55992	815	996	517	661	538	562	640	446	830	800	550	820
ZKSCAN7	chr3;chr3;chr3;chr3;chr3;chr3_KN196475v1_fix;chr3_KN196475v1_fix;chr3_KN196475v1_fix;chr3_KN196475v1_fix;chr3_KN196475v1_fix	44555193;44555193;44555193;44555193;44555193;80547;80547;80547;80547;80547	44583481;44572158;44572158;44583481;44583481;108835;108835;97512;97512;108835	+;+;+;+;+;+;+;+;+;+	56578	0	0	0	0	1	0	0	0	0	0	0	0
RAB5C	chr17;chr17;chr17	42124979;42124979;42124979	42154989;42154989;42154989	-;-;-	30011	606	904	478	522	334	349	724	490	910	520	606	779
LOC105378591	chr1	2049201	2050070	-	870	0	0	0	0	0	0	0	0	0	0	0	0
RRAGB	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	55717749;55717749;55717749;55717749;55717749;55717749;55717749;55717749;55717749;55717749;55717749;55717749;55717749;55717749	55758774;55758774;55758774;55758774;55758774;55758774;55758774;55758774;55758774;55758774;55758774;55758774;55758774;55758774	+;+;+;+;+;+;+;+;+;+;+;+;+;+	41026	392	564	422	405	251	336	352	222	539	487	408	536
ELF3-AS1	chr1	202000051	202010353	-	10303	1	0	1	0	2	1	1	2	1	0	1	3
MIR411	chr14	101023325	101023420	+	96	0	12	3	0	0	0	0	0	3	4	2	1
